PROV,Medicaid Days,SSI Days,Insured Low Income Days,Factor 3,Total Uncompensated Care Payment Amount,Claims Average,Estimated Per Claim Amount,Projected to Receive DSH for FY 2015
330340,3056,342,3398,0.000093029,"$711,452",2519,$282.43,YES
330350,71286,12500,83786,0.002293854,"$17,542,578",4762,"$3,684.13",YES
330353,25393,8442,33835,0.000926319,"$7,084,156",4643,"$1,525.77",YES
330354,4474,598,5072,0.000138859,N/A,N/A,N/A,NO
330372,11241,2615,13856,0.000379343,"$2,901,081",3117,$930.63,YES
330385,20249,2070,22319,0.000611039,"$4,673,010",650,"$7,192.93",YES
330386,5172,881,6053,0.000165716,"$1,267,338",1744,$726.82,YES
330387,0,0,0,,N/A,N/A,N/A,NO
330393,45637,3321,48958,0.001340349,"$10,250,513",9162,"$1,118.85",YES
330394,18217,2887,21104,0.000577775,"$4,418,621",5793,$762.71,YES
330395,27327,6387,33714,0.000923006,"$7,058,822",3099,"$2,277.77",YES
330396,43156,5216,48372,0.001324306,"$10,127,820",1123,"$9,018.54",YES
330397,24426,4472,28898,0.000791156,"$6,050,479",1218,"$4,967.55",YES
330399,48617,10124,58741,0.001608183,"$12,298,815",2019,"$6,092.54",YES
330401,5140,821,5961,0.000163197,N/A,N/A,N/A,NO
330403,0,0,0,0.000000000,$0,10,$0.00,YES
330404,25,148,173,0.000004736,N/A,N/A,N/A,NO
330405,7,48,55,0.000001506,N/A,N/A,N/A,NO
330406,93,149,242,0.000006625,N/A,N/A,N/A,NO
330408,0,0,0,,N/A,N/A,N/A,NO
330409,0,20,20,0.000000548,"$4,187",12,$348.96,YES
340001,22260,2613,24873,0.000680961,"$5,207,750",8656,$601.66,YES
340002,44421,6162,50583,0.001384838,"$10,590,745",16495,$642.07,YES
340003,2540,968,3508,0.000096040,"$734,483",1704,$431.03,YES
340004,12468,2780,15248,0.000417453,"$3,192,529",5173,$617.11,YES
340008,6169,2083,8252,0.000225919,"$1,727,751",2629,$657.27,YES
340010,8660,3355,12015,0.000328941,N/A,4959,$507.28,SCH
340011,1273,412,1685,0.000046131,"$352,795",982,$359.26,YES
340013,3757,833,4590,0.000125663,"$961,025",2482,$387.20,YES
340014,47357,5877,53234,0.001457415,"$11,145,795",10355,"$1,076.37",YES
340015,6575,1227,7802,0.000213599,"$1,633,533",3396,$481.06,YES
340016,3635,492,4127,0.000112987,"$864,085",1467,$589.15,YES
340017,4304,989,5293,0.000144909,"$1,108,215",3580,$309.53,YES
340020,4493,968,5461,0.000149509,"$1,143,389",2434,$469.69,YES
340021,7454,1743,9197,0.000251791,"$1,925,609",4155,$463.44,YES
340023,3588,460,4048,0.000110824,"$847,544",1407,$602.23,YES
340024,3524,760,4284,0.000117285,"$896,957",1601,$560.13,YES
340027,6639,3214,9853,0.000269751,"$2,062,958",3713,$555.65,YES
340028,53046,10654,63700,0.001743949,"$13,337,099",11306,"$1,179.68",YES
340030,70569,6354,76923,0.002105962,"$16,105,646",12361,"$1,302.94",YES
340032,21515,3768,25283,0.000692186,"$5,293,593",8956,$591.07,YES
340036,660,433,1093,0.000029924,"$228,845",637,$359.25,YES
340037,847,354,1201,0.000032880,"$251,458",895,$280.85,YES
340038,1949,0,1949,0.000053359,N/A,N/A,N/A,NO
340039,5837,1352,7189,0.000196817,"$1,505,187",3927,$383.26,YES
340040,66211,12612,78823,0.002157979,"$16,503,456",16695,$988.51,YES
340041,3920,788,4708,0.000128893,"$985,731",1561,$631.47,YES
340042,8638,1508,10146,0.000277772,N/A,2607,$814.74,SCH
340047,57678,9043,66721,0.001826656,"$13,969,617",11959,"$1,168.13",YES
340049,167,78,245,0.000006707,N/A,N/A,N/A,NO
340050,19702,7371,27073,0.000741192,N/A,6596,$859.32,SCH
340051,2812,749,3561,0.000097491,N/A,1992,$374.35,SCH
340053,46055,4769,50824,0.001391435,"$10,641,205",7592,"$1,401.63",YES
340055,788,260,1048,0.000028692,N/A,N/A,N/A,NO
340060,3391,1007,4398,0.000120406,"$920,825",2147,$428.89,YES
340061,72563,6041,78604,0.002151983,"$16,457,604",8676,"$1,896.91",YES
340064,3107,964,4071,0.000111454,"$852,360",1810,$470.92,YES
340068,4491,2280,6771,0.000185373,"$1,417,669",2562,$553.27,YES
340069,47944,7490,55434,0.001517646,"$11,606,417",11863,$978.34,YES
340070,8466,1413,9879,0.000270463,"$2,068,402",3602,$574.24,YES
340071,6720,2254,8974,0.000245686,"$1,878,919",2942,$638.73,YES
340073,3273,941,4214,0.000115369,N/A,N/A,N/A,NO
340075,9029,1192,10221,0.000279826,"$2,140,008",2471,$865.93,YES
340084,256,117,373,0.000010212,"$78,096",336,$232.66,YES
340085,3395,296,3691,0.000101050,"$772,798",804,$961.59,YES
340087,1372,322,1694,0.000046378,"$354,679",862,$411.30,YES
340090,8510,2495,11005,0.000301290,"$2,304,157",3659,$629.67,YES
340091,51472,7853,59325,0.001624172,"$12,421,090",13341,$931.05,YES
340096,2929,217,3146,0.000086130,"$658,689",979,$672.82,YES
340097,2628,808,3436,0.000094069,"$719,408",1651,$435.83,YES
340098,12132,2360,14492,0.000396755,"$3,034,242",6750,$449.54,YES
340099,3779,1301,5080,0.000139078,N/A,1803,$590.02,SCH
340106,2891,1454,4345,0.000118955,"$909,728",1426,$637.81,YES
340107,4719,1190,5909,0.000161774,"$1,237,189",1894,$653.33,YES
340109,2998,1019,4017,0.000109976,N/A,2641,$318.46,SCH
340113,93464,6247,99711,0.002729841,"$20,876,852",12023,"$1,736.46",YES
340114,10117,1751,11868,0.000324917,N/A,N/A,N/A,NO
340115,17111,4505,21616,0.000591793,"$4,525,820",11836,$382.38,YES
340116,5916,1701,7617,0.000208535,"$1,594,799",4466,$357.10,YES
340119,3224,517,3741,0.000102419,"$783,267",2051,$381.90,YES
340120,2554,475,3029,0.000082927,"$634,193",879,$721.22,YES
340123,4870,838,5708,0.000156271,"$1,195,105",1967,$607.47,YES
340126,6380,2529,8909,0.000243906,"$1,865,310",3802,$490.61,YES
340127,1448,684,2132,0.000058369,"$446,385",967,$461.62,YES
340129,3627,348,3975,0.000108826,"$832,260",2139,$389.03,YES
340130,9374,1010,10384,0.000284288,"$2,174,136",3393,$640.77,YES
340131,7284,3065,10349,0.000283330,N/A,6737,$321.63,SCH
340132,4991,1496,6487,0.000177598,"$1,358,207",1908,$711.97,YES
340133,1489,593,2082,0.000057000,"$435,916",1142,$381.60,YES
340141,30903,5769,36672,0.001003989,N/A,15228,$504.21,SCH
340142,3133,807,3940,0.000107867,N/A,2977,$277.13,SCH
340143,11988,637,12625,0.000345641,"$2,643,342",2727,$969.32,YES
340144,3776,818,4594,0.000125772,"$961,862",1434,$670.60,YES
340145,3384,653,4037,0.000110523,"$845,241",1645,$513.72,YES
340147,14894,5213,20107,0.000550480,"$4,209,875",5863,$718.04,YES
340148,96,57,153,0.000004189,N/A,N/A,N/A,NO
340151,5096,2928,8024,0.000219677,N/A,2974,$564.84,SCH
340153,225,233,458,0.000012539,N/A,N/A,N/A,NO
340155,13459,2231,15690,0.000429553,"$3,285,072",5125,$640.99,YES
340156,0,13,13,0.000000356,N/A,N/A,N/A,NO
340158,2486,526,3012,0.000082461,"$630,633",1903,$331.33,YES
340159,597,447,1044,0.000028582,"$218,586",856,$255.26,YES
340160,1504,367,1871,0.000051223,"$391,738",1064,$368.29,YES
340166,5077,685,5762,0.000157749,"$1,206,411",1504,$802.13,YES
340168,0,153,153,0.000004189,"$32,034",155,$207.12,YES
340171,4716,494,5210,0.000142637,"$1,090,837",3200,$340.92,YES
340173,4238,1233,5471,0.000149782,N/A,N/A,N/A,NO
340183,2617,273,2890,0.000079121,N/A,N/A,N/A,NO
340184,2622,1062,3684,0.000100859,"$771,332",2525,$305.44,YES
340186,2596,895,3491,0.000095575,"$730,923",964,$758.22,YES
350002,5742,714,6456,0.000176749,"$1,351,716",3893,$347.22,YES
350006,4180,519,4699,0.000128647,N/A,N/A,N/A,NO
350011,20386,2714,23100,0.000632421,"$4,836,530",8311,$581.92,YES
350015,6895,1366,8261,0.000226166,"$1,729,635",3408,$507.52,YES
350019,11751,1248,12999,0.000355880,N/A,4394,$619.45,SCH
350063,502,49,551,0.000015085,"$115,365",137,$844.13,YES
350064,0,0,0,,N/A,N/A,N/A,NO
350070,5492,638,6130,0.000167824,"$1,283,460",2875,$446.37,YES
360001,8966,998,9964,0.000272790,"$2,086,199",3774,$552.73,YES
360002,1305,93,1398,0.000038274,"$292,704",919,$318.39,YES
360003,47331,6408,53739,0.001471241,"$11,251,529",6495,"$1,732.34",YES
360006,26461,3894,30355,0.000831045,"$6,355,536",13389,$474.68,YES
360008,8796,2859,11655,0.000319085,N/A,4464,$546.69,SCH
360009,5241,874,6115,0.000167414,"$1,280,320",2762,$463.60,YES
360010,3280,690,3970,0.000108689,"$831,213",2081,$399.43,YES
360011,5458,801,6259,0.000171356,"$1,310,469",2872,$456.29,YES
360012,14293,1462,15755,0.000431333,"$3,298,681",3780,$872.59,YES
360013,1832,102,1934,0.000052948,"$404,929",691,$586.00,YES
360014,2424,473,2897,0.000079313,N/A,901,$672.95,SCH
360016,3428,1439,4867,0.000133246,N/A,N/A,N/A,NO
360017,28917,4621,33538,0.000918188,"$7,021,972",5916,"$1,187.01",YES
360019,7587,1360,8947,0.000244947,"$1,873,266",2683,$698.28,YES
360020,24954,4639,29593,0.000810183,"$6,195,993",8146,$760.59,YES
360025,6629,1673,8302,0.000227288,"$1,738,220",3817,$455.39,YES
360026,1510,436,1946,0.000053277,N/A,N/A,N/A,NO
360027,17828,3056,20884,0.000571752,"$4,372,559",6791,$643.91,YES
360029,1453,203,1656,0.000045337,"$346,723",1019,$340.26,YES
360032,804,75,879,0.000024065,N/A,N/A,N/A,NO
360035,28058,4449,32507,0.000889961,"$6,806,108",9074,$750.04,YES
360036,3543,321,3864,0.000105787,"$809,020",1708,$473.76,YES
360037,8735,2338,11073,0.000303151,"$2,318,394",1910,"$1,213.61",YES
360039,14443,2806,17249,0.000472235,N/A,6784,$532.38,SCH
360040,1832,218,2050,0.000056124,N/A,1253,$342.46,SCH
360041,3145,901,4046,0.000110769,N/A,N/A,N/A,NO
360044,1070,91,1161,0.000031785,"$243,083",954,$254.71,YES
360046,1316,205,1521,0.000041641,"$318,457",734,$433.87,YES
360048,9404,2810,12214,0.000334389,"$2,557,289",3930,$650.65,YES
360051,53953,6101,60054,0.001644130,"$12,573,723",8595,"$1,462.85",YES
360052,14557,3805,18362,0.000502706,"$3,844,518",5964,$644.58,YES
360054,4653,1409,6062,0.000165963,"$1,269,223",2485,$510.69,YES
360055,8506,1684,10190,0.000278977,"$2,133,517",3403,$627.01,YES
360056,9098,951,10049,0.000275117,"$2,103,995",4451,$472.67,YES
360058,729,66,795,0.000021765,"$166,452",590,$281.96,YES
360059,52047,4380,56427,0.001544832,"$11,814,325",4670,"$2,530.01",YES
360064,15442,3309,18751,0.000513356,"$3,925,965",5561,$706.02,YES
360065,3162,318,3480,0.000095274,"$728,620",1647,$442.30,YES
360066,14052,2348,16400,0.000448991,"$3,433,727",6779,$506.50,YES
360068,44260,4092,48352,0.001323758,"$10,123,633",7298,"$1,387.12",YES
360070,11386,1854,13240,0.000362478,"$2,772,107",4123,$672.35,YES
360071,616,63,679,0.000018589,"$142,165",556,$255.54,YES
360072,6212,1368,7580,0.000207522,"$1,587,052",3822,$415.24,YES
360074,4502,739,5241,0.000143486,"$1,097,327",2380,$461.00,YES
360075,2708,1001,3709,0.000101543,"$776,567",2017,$384.95,YES
360076,8305,1497,9802,0.000268355,"$2,052,280",3421,$599.91,YES
360077,21573,2306,23879,0.000653748,"$4,999,633",5967,$837.83,YES
360078,4100,801,4901,0.000134177,"$1,026,140",2496,$411.06,YES
360079,8880,1126,10006,0.000273940,N/A,N/A,N/A,NO
360080,2546,624,3170,0.000086787,"$663,714",1220,$544.03,YES
360081,4874,1146,6020,0.000164813,"$1,260,429",2738,$460.40,YES
360082,3431,1619,5050,0.000138257,"$1,057,337",2393,$441.91,YES
360084,16694,2081,18775,0.000514013,"$3,930,990",5977,$657.69,YES
360085,71320,9552,80872,0.002214075,"$16,932,463",10490,"$1,614.10",YES
360086,12089,2065,14154,0.000387502,"$2,963,474",4314,$686.89,YES
360087,2764,1238,4002,0.000109565,"$837,913",1418,$590.77,YES
360089,1021,98,1119,0.000030635,"$234,289",829,$282.73,YES
360090,3492,619,4111,0.000112549,N/A,N/A,N/A,NO
360091,2346,298,2644,0.000072386,N/A,N/A,N/A,NO
360092,1413,66,1479,0.000040491,"$309,664",540,$573.45,YES
360095,4350,381,4731,0.000129523,"$990,547",2450,$404.25,YES
360096,3969,918,4887,0.000133794,"$1,023,209",1906,$536.84,YES
360098,8734,1163,9897,0.000270955,N/A,N/A,N/A,NO
360101,6513,0,6513,0.000178310,N/A,N/A,N/A,NO
360107,1359,96,1455,0.000039834,"$304,639",595,$512.00,YES
360109,1648,231,1879,0.000051442,N/A,1050,$374.68,SCH
360112,27543,5337,32880,0.000900173,"$6,884,204",5861,"$1,174.58",YES
360113,1898,663,2561,0.000070114,N/A,N/A,N/A,NO
360115,1732,151,1883,0.000051552,N/A,N/A,N/A,NO
360116,525,118,643,0.000017604,"$134,627",402,$335.17,YES
360118,9934,1829,11763,0.000322042,"$2,462,862",4880,$504.65,YES
360121,1236,91,1327,0.000036330,N/A,N/A,N/A,NO
360123,3604,525,4129,0.000113042,N/A,N/A,N/A,NO
360125,3236,497,3733,0.000102200,N/A,1941,$402.74,SCH
360130,96,0,96,0.000002628,N/A,N/A,N/A,NO
360131,2360,418,2778,0.000076055,"$581,640",1272,$457.38,YES
360132,7258,1173,8431,0.000230820,"$1,765,229",2565,$688.11,YES
360133,11622,1893,13515,0.000370007,"$2,829,684",2940,$962.48,YES
360134,32434,2222,34656,0.000948796,"$7,256,052",4933,"$1,470.92",YES
360137,41535,7236,48771,0.001335229,"$10,211,361",8803,"$1,159.99",YES
360141,7317,1286,8603,0.000235529,"$1,801,241",2487,$724.26,YES
360143,3709,1642,5351,0.000146497,N/A,N/A,N/A,NO
360144,4666,1941,6607,0.000180883,"$1,383,331",3535,$391.29,YES
360145,6972,1834,8806,0.000241087,"$1,843,744",5443,$338.72,YES
360147,4722,1250,5972,0.000163499,"$1,250,379",3711,$336.94,YES
360148,461,44,505,0.000013826,N/A,N/A,N/A,NO
360150,996,435,1431,0.000039177,N/A,N/A,N/A,NO
360151,2297,533,2830,0.000077478,N/A,N/A,N/A,NO
360152,9873,1847,11720,0.000320865,"$2,453,859",2650,$925.87,YES
360153,909,449,1358,0.000037179,"$284,329",255,"$1,113.56",YES
360155,2871,927,3798,0.000103980,N/A,N/A,N/A,NO
360156,1579,51,1630,0.000044625,"$341,279",758,$450.24,YES
360159,10347,2074,12421,0.000340056,"$2,600,630",4380,$593.75,YES
360161,6430,1416,7846,0.000214804,"$1,642,745",2502,$656.57,YES
360163,11897,3088,14985,0.000410252,"$3,137,464",7340,$427.43,YES
360170,1971,295,2266,0.000062037,"$474,441",884,$536.50,YES
360172,10332,2438,12770,0.000349611,"$2,673,701",5270,$507.34,YES
360174,6563,552,7115,0.000194791,"$1,489,693",2716,$548.42,YES
360175,2736,447,3183,0.000087143,"$666,436",1430,$466.15,YES
360179,12701,1556,14257,0.000390321,"$2,985,040",6887,$433.43,YES
360180,45414,9030,54444,0.001490542,"$11,399,137",16723,$681.66,YES
360185,2370,294,2664,0.000072934,"$557,771",1603,$347.88,YES
360189,1243,148,1391,0.000038082,"$291,239",280,"$1,041.38",YES
360192,1863,390,2253,0.000061682,"$471,719",2278,$207.11,YES
360195,665,163,828,0.000022669,N/A,N/A,N/A,NO
360197,1240,91,1331,0.000036439,N/A,642,$433.85,SCH
360203,2166,613,2779,0.000076082,N/A,1771,$328.60,SCH
360210,1631,199,1830,0.000050101,"$383,154",978,$391.64,YES
360211,5912,1321,7233,0.000198022,"$1,514,399",3822,$396.27,YES
360212,4702,1081,5783,0.000158324,"$1,210,808",2577,$469.79,YES
360218,6065,837,6902,0.000188960,"$1,445,097",2540,$568.94,YES
360230,11623,2583,14206,0.000388925,N/A,N/A,N/A,NO
360234,6791,835,7626,0.000208781,"$1,596,683",2036,$784.35,YES
360236,3989,1167,5156,0.000141159,"$1,079,530",2275,$474.59,YES
360239,6604,896,7500,0.000205331,"$1,570,302",2021,$777.12,YES
360241,0,0,0,,N/A,N/A,N/A,NO
360242,10626,1273,11899,0.000325765,N/A,N/A,N/A,NO
360245,1156,236,1392,0.000038110,"$291,448",158,"$1,848.51",YES
360247,0,557,557,0.000015249,"$116,621",429,$272.06,YES
360258,0,4,4,0.000000110,N/A,N/A,N/A,NO
360259,2944,291,3235,0.000088566,"$677,324",1054,$642.83,YES
360261,9,2,11,0.000000301,"$2,303",30,$75.93,YES
360262,2226,850,3076,0.000084213,"$644,033",1980,$325.32,YES
360263,41,16,57,0.000001561,N/A,N/A,N/A,NO
360266,132,118,250,0.000006844,N/A,N/A,N/A,NO
360269,10,3,13,0.000000356,N/A,N/A,N/A,NO
360270,202,144,346,0.000009473,N/A,N/A,N/A,NO
360271,0,2,2,0.000000055,N/A,N/A,N/A,NO
360274,33,22,55,0.000001506,N/A,N/A,N/A,NO
360276,2102,704,2806,0.000076821,N/A,N/A,N/A,NO
360347,52,24,76,0.000002081,N/A,N/A,N/A,NO
360348,2178,112,2290,0.000062695,N/A,N/A,N/A,NO
360350,0,11,11,0.000000301,N/A,N/A,N/A,NO
360351,384,153,537,0.000014702,N/A,N/A,N/A,NO
360352,0,22,22,0.000000602,"$4,606",208,$22.11,YES
360354,2080,563,2643,0.000072359,N/A,N/A,N/A,NO
360355,107,52,159,0.000004353,N/A,N/A,N/A,NO
360356,17,3,20,0.000000548,N/A,N/A,N/A,NO
360358,1,0,1,0.000000027,N/A,N/A,N/A,NO
360359,1394,503,1897,0.000051935,N/A,N/A,N/A,NO
360360,0,113,113,0.000003094,"$23,659",760,$31.13,YES
360361,,,,,N/A,N/A,N/A,NO
360362,,,,,N/A,N/A,N/A,NO
370001,49131,4344,53475,0.001464013,"$11,196,254",6558,"$1,707.27",YES
370002,1028,77,1105,0.000030252,"$231,358",590,$392.35,YES
370004,1998,372,2370,0.000064885,"$496,215",1175,$422.31,YES
370006,3322,279,3601,0.000098586,"$753,954",1373,$549.00,YES
370007,231,21,252,0.000006899,"$52,762",155,$341.13,YES
370008,12429,1250,13679,0.000374497,"$2,864,022",6251,$458.19,YES
370011,236,121,357,0.000009774,"$74,746",280,$267.27,YES
370013,17064,1131,18195,0.000498134,"$3,809,553",5812,$655.46,YES
370014,8309,1981,10290,0.000281715,"$2,154,454",3034,$710.03,YES
370015,137,57,194,0.000005311,N/A,N/A,N/A,NO
370016,19393,278,19671,0.000538543,"$4,118,588",1525,"$2,700.71",YES
370018,2985,417,3402,0.000093138,N/A,2062,$345.38,SCH
370019,2362,229,2591,0.000070935,"$542,487",637,$851.63,YES
370020,3170,349,3519,0.000096342,"$736,786",1341,$549.43,YES
370022,2319,514,2833,0.000077561,N/A,1591,$372.82,SCH
370023,2034,367,2401,0.000065733,N/A,1791,$280.68,SCH
370025,6743,1628,8371,0.000229177,"$1,752,667",3562,$492.09,YES
370026,2097,345,2442,0.000066856,N/A,N/A,N/A,NO
370028,57517,3411,60928,0.001668058,"$12,756,716",7786,"$1,638.35",YES
370029,1508,133,1641,0.000044927,"$343,582",612,$561.41,YES
370030,337,99,436,0.000011937,"$91,287",429,$212.62,YES
370032,9276,1208,10484,0.000287026,"$2,195,073",3098,$708.62,YES
370034,3837,651,4488,0.000122870,N/A,2056,$456.96,SCH
370036,186,142,328,0.000008980,"$68,675",275,$250.03,YES
370037,60537,3007,63544,0.001739678,"$13,304,437",5405,"$2,461.51",YES
370039,2586,240,2826,0.000077369,"$591,690",992,$596.66,YES
370040,1660,854,2514,0.000068827,"$526,365",991,$531.15,YES
370041,63,18,81,0.000002218,N/A,N/A,N/A,NO
370047,5959,1757,7716,0.000211245,N/A,3718,$434.48,SCH
370048,1661,395,2056,0.000056288,"$430,472",697,$617.61,YES
370049,3311,402,3713,0.000101653,N/A,1680,$462.74,SCH
370051,225,96,321,0.000008788,"$67,209",293,$229.38,YES
370054,1430,407,1837,0.000050293,N/A,758,$507.41,SCH
370056,8290,1534,9824,0.000268957,"$2,056,886",4219,$487.57,YES
370057,281,151,432,0.000011827,"$90,449",442,$204.79,YES
370065,708,336,1044,0.000028582,"$218,586",771,$283.51,YES
370072,184,140,324,0.000008870,"$67,837",304,$223.15,YES
370078,13071,1797,14868,0.000407049,"$3,112,967",2050,"$1,518.27",YES
370080,42,19,61,0.000001670,N/A,N/A,N/A,NO
370083,101,153,254,0.000006954,"$53,181",388,$136.95,YES
370089,2689,633,3322,0.000090948,N/A,1619,$429.61,SCH
370091,53313,4785,58098,0.001590580,"$12,164,188",11645,"$1,044.55",YES
370093,84803,4095,88898,0.002433808,"$18,612,895",4939,"$3,768.30",YES
370094,6822,1667,8489,0.000232408,"$1,777,373",4816,$369.03,YES
370097,17489,501,17990,0.000492522,"$3,766,631",1114,"$3,380.17",YES
370099,1144,250,1394,0.000038164,"$291,867",836,$349.26,YES
370100,652,700,1352,0.000037014,"$283,073",949,$298.29,YES
370103,127,181,308,0.000008432,"$64,487",254,$253.55,YES
370106,11096,2382,13478,0.000368994,"$2,821,938",3957,$713.21,YES
370112,355,224,579,0.000015852,"$121,227",395,$306.90,YES
370113,1929,470,2399,0.000065679,"$502,287",1412,$355.73,YES
370114,18179,4365,22544,0.000617199,"$4,720,119",9770,$483.11,YES
370138,1100,21,1121,0.000030690,N/A,233,"$1,005.89",SCH
370139,38,23,61,0.000001670,N/A,N/A,N/A,NO
370149,5266,420,5686,0.000155669,"$1,190,498",1809,$658.10,YES
370153,379,175,554,0.000015167,"$115,993",558,$207.87,YES
370156,340,110,450,0.000012320,"$94,218",431,$218.43,YES
370158,317,126,443,0.000012128,N/A,N/A,N/A,NO
370166,3191,936,4127,0.000112987,"$864,085",756,"$1,143.47",YES
370169,30,19,49,0.000001341,"$10,259",57,$181.05,YES
370170,352,21,373,0.000010212,"$78,096",45,"$1,722.71",YES
370171,2524,200,2724,0.000074576,"$570,334",357,"$1,597.57",YES
370172,1267,71,1338,0.000036631,"$280,142",184,"$1,519.76",YES
370173,436,21,457,0.000012512,"$95,684",116,$824.86,YES
370178,963,676,1639,0.000044872,"$343,163",788,$435.30,YES
370180,2331,345,2676,0.000073262,"$560,284",393,"$1,425.66",YES
370183,545,172,717,0.000019630,"$150,121",314,$478.09,YES
370190,0,24,24,0.000000657,N/A,N/A,N/A,NO
370192,6,0,6,0.000000164,N/A,N/A,N/A,NO
370199,686,0,686,0.000018781,N/A,N/A,N/A,NO
370201,50,11,61,0.000001670,"$12,772",61,$210.52,YES
370202,9984,732,10716,0.000293378,"$2,243,648",2163,"$1,037.13",YES
370203,126,39,165,0.000004517,N/A,N/A,N/A,NO
370206,25,20,45,0.000001232,N/A,N/A,N/A,NO
370210,237,59,296,0.000008104,N/A,N/A,N/A,NO
370211,3369,156,3525,0.000096506,"$738,042",810,$911.54,YES
370212,0,16,16,0.000000438,N/A,N/A,N/A,NO
370214,3106,1,3107,0.000085062,"$650,524",26,"$24,703.44",YES
370215,1137,651,1788,0.000048951,N/A,N/A,N/A,NO
370216,262,59,321,0.000008788,N/A,N/A,N/A,NO
370218,3318,285,3603,0.000098641,"$754,373",934,$807.39,YES
370220,6,4,10,0.000000274,N/A,N/A,N/A,NO
370222,105,114,219,0.000005996,N/A,N/A,N/A,NO
370225,54,47,101,0.000002765,"$21,147",86,$245.89,YES
370227,630,46,676,0.000018507,"$141,537",440,$321.43,YES
370228,819,36,855,0.000023408,"$179,014",316,$565.90,YES
370229,225,116,341,0.000009336,"$71,396",343,$208.36,YES
370232,281,182,463,0.000012676,N/A,N/A,N/A,NO
370233,0,0,0,,N/A,N/A,N/A,NO
370234,766,349,1115,0.000030526,N/A,N/A,N/A,NO
370235,84,103,187,0.000005120,N/A,N/A,N/A,NO
370236,372,68,440,0.000012046,"$92,124",339,$271.75,YES
380001,1455,163,1618,0.000044297,N/A,867,$390.58,SCH
380002,5171,568,5739,0.000157120,"$1,201,595",2213,$543.05,YES
380004,20724,2362,23086,0.000632038,"$4,833,599",5416,$892.52,YES
380005,921,126,1047,0.000028664,"$219,214",509,$430.39,YES
380007,39839,2472,42311,0.001158371,"$8,858,807",2012,"$4,402.26",YES
380009,51066,4774,55840,0.001528761,"$11,691,423",5478,"$2,134.12",YES
380014,5253,894,6147,0.000168290,"$1,287,020",2496,$515.70,YES
380017,4954,1630,6584,0.000180254,"$1,378,516",2589,$532.45,YES
380018,15526,1808,17334,0.000474562,"$3,629,282",4787,$758.21,YES
380020,3817,670,4487,0.000122843,"$939,459",1693,$554.80,YES
380021,4507,535,5042,0.000138037,"$1,055,662",1013,"$1,042.11",YES
380022,2957,306,3263,0.000089333,"$683,186",816,$837.58,YES
380025,5116,635,5751,0.000157448,"$1,204,108",1162,"$1,036.53",YES
380027,5329,934,6263,0.000171465,N/A,2591,$506.17,SCH
380029,6645,135,6780,0.000185620,"$1,419,553",392,"$3,624.39",YES
380033,769,245,1014,0.000027761,"$212,305",338,$627.50,YES
380037,1353,75,1428,0.000039095,"$298,986",525,$569.13,YES
380038,2710,83,2793,0.000076465,"$584,781",686,$852.86,YES
